track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,genre,country_list,key_encoded,mode_encoded,genre_freq_encoded,country_list_encoded,artist_count_min-max,released_year_min-max,released_month_min-max,released_day_min-max,in_spotify_playlists_min-max,in_spotify_charts_min-max,streams_min-max,in_apple_playlists_min-max,in_apple_charts_min-max,in_deezer_playlists_min-max,in_deezer_charts_min-max,in_shazam_charts_min-max,bpm_min-max,danceability_%_min-max,valence_%_min-max,energy_%_min-max,acousticness_%_min-max,liveness_%_min-max,speechiness_%_min-max,key_encoded_min-max,mode_encoded_min-max,genre_freq_encoded_min-max,country_list_encoded_min-max
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550.0,372,117,843,4,69.0,90,D,Major,76,91,50,54,7,5,"manele, trap",United States of America,4,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9462365591397841,0.8181818181818182,0.26666666666666666,0.455161064558231,0.5306122448979592,0.7581467147147447,0.5535714285714285,0.4254545454545455,0.06816527856392011,0.06896551724137931,0.07240293809024134,0.17730496453900713,0.726027397260274,0.9354838709677421,0.46590909090909094,0.5567010309278351,0.0425531914893617,0.04838709677419355,0.4,0.0,0.9714285714285715,1.0
I'm Good (Blue),"Bebe Rexha, David Guetta",2,2022,8,26,12482,80,1109433169.0,291,184,537,45,727.0,128,G,Minor,56,38,97,4,35,4,"manele, trap","France, United States of America",9,1,0.2864637985309549,0.0031479538300104,0.14285714285714285,0.9892473118279561,0.6363636363636364,0.8333333333333334,0.23551553899407948,0.5442176870748299,0.2995309565036836,0.43303571428571425,0.6690909090909091,0.04342201018840462,0.7758620689655172,0.7628541448058762,0.44680851063829785,0.4520547945205479,0.3655913978494624,1.0,0.041237113402061855,0.3404255319148936,0.03225806451612903,0.9,1.0,0.9714285714285715,0.0062305295950153905
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,1047101291.0,77,58,247,1,311.0,79,F#,Major,56,58,56,37,11,10,"manele, trap","Colombia, Unknown",8,0,0.2864637985309549,0.0010493179433368,0.2857142857142857,0.9354838709677438,0.5454545454545454,0.6666666666666666,0.25263396825997314,0.43537414965986393,0.282702206434991,0.11458333333333333,0.2109090909090909,0.01997250747958276,0.017241379310344827,0.32633788037775446,0.099290780141844,0.4520547945205479,0.5806451612903226,0.5340909090909091,0.38144329896907214,0.08510638297872342,0.12903225806451613,0.8,0.0,0.9714285714285715,0.0
Barbie World (with Aqua) [From Barbie The Album],"Nicki Minaj, Aqua, Ice Spice",3,2023,6,23,1117,80,65156199.0,82,145,65,16,2.0,144,C#,Major,77,75,58,52,23,25,"manele, trap","Italy, United Kingdom, United States of America",3,0,0.2864637985309549,0.0010493179433368,0.2857142857142857,1.0,0.4545454545454545,0.7333333333333333,0.020542115119072387,0.5442176870748299,0.01759053220551624,0.12202380952380952,0.5272727272727272,0.005255923020942832,0.27586206896551724,0.002098635886673662,0.5602836879432623,0.7397260273972603,0.7634408602150539,0.5568181818181818,0.5360824742268041,0.2127659574468085,0.3709677419354839,0.30000000000000004,0.0,0.9714285714285715,0.0
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19,570515054.0,65,48,138,1,102.0,122,F,Major,67,49,64,10,10,3,Unknown,United States of America,7,0,0.2948583420776495,0.3378803777544596,0.0,0.9677419354838719,0.9090909090909091,0.8666666666666667,0.06319632284790133,0.1292517006802721,0.1540304749551261,0.09672619047619047,0.17454545454545456,0.011158728875232473,0.017241379310344827,0.10703043022035677,0.4042553191489362,0.6027397260273972,0.48387096774193555,0.625,0.10309278350515463,0.07446808510638298,0.016129032258064516,0.7000000000000001,0.0,0.9999999999999999,1.0
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,1085685420.0,241,127,458,37,332.0,140,C#,Major,71,82,81,11,6,5,soft pop,United States of America,3,0,0.0220356768100734,0.3378803777544596,0.0,0.9892473118279561,0.36363636363636365,0.4,0.15888928821381956,0.5170068027210885,0.2931193907777954,0.3586309523809524,0.4618181818181818,0.037034042209104875,0.6379310344827586,0.3483735571878279,0.5319148936170213,0.6575342465753424,0.838709677419355,0.8181818181818182,0.1134020618556701,0.031914893617021274,0.04838709677419355,0.30000000000000004,0.0,0.07142857142857137,1.0
Die For You,The Weeknd,1,2016,11,24,2483,59,1647990401.0,68,21,24,0,259.0,134,C#,Minor,59,51,52,9,15,7,Unknown,Canada,3,1,0.2948583420776495,0.0388247639034627,0.0,0.9247311827956999,0.9090909090909091,0.7666666666666667,0.046380539845272094,0.4013605442176871,0.4449340046039654,0.10119047619047619,0.07636363636363637,0.0019406485000404302,0.0,0.27177334732423925,0.4893617021276595,0.49315068493150677,0.5053763440860216,0.48863636363636365,0.09278350515463918,0.12765957446808512,0.08064516129032258,0.30000000000000004,1.0,0.9999999999999999,0.11214953271028029
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693.0,281,137,2445,1,140.0,186,G,Major,68,49,59,16,13,28,"manele, trap","Canada, France",9,0,0.2864637985309549,0.0031479538300104,0.14285714285714285,0.9247311827956999,0.7272727272727273,0.6666666666666666,0.5580986248510412,0.5374149659863945,0.692656998338779,0.41815476190476186,0.49818181818181817,0.19770356594161884,0.017241379310344827,0.14690451206715635,0.8581560283687942,0.6164383561643836,0.48387096774193555,0.5681818181818182,0.16494845360824742,0.10638297872340427,0.4193548387096774,0.9,0.0,0.9714285714285715,0.0062305295950153905
Die For You - Remix,"Ariana Grande, The Weeknd",2,2023,2,24,3408,47,518745108.0,87,86,74,1,16.0,67,C#,Minor,53,50,53,23,44,7,"manele, trap","Canada, United States of America",3,1,0.2864637985309549,0.0272822665267576,0.14285714285714285,1.0,0.09090909090909091,0.7666666666666667,0.06387727694024628,0.31972789115646255,0.14005330131207122,0.1294642857142857,0.31272727272727274,0.005983666208457993,0.017241379310344827,0.016789087093389297,0.014184397163120532,0.4109589041095891,0.49462365591397855,0.5,0.23711340206185566,0.43617021276595747,0.08064516129032258,0.30000000000000004,1.0,0.9714285714285715,0.07788161993769475
El Cielo,"Feid, Myke Towers, Sky Rompiendo",3,2023,6,2,1298,38,107753850.0,44,64,57,10,110.0,106,A#,Minor,72,17,64,7,10,5,"manele, trap","Colombia, Germany",1,1,0.2864637985309549,0.0010493179433368,0.2857142857142857,1.0,0.4545454545454545,0.03333333333333333,0.02396580097225112,0.2585034013605442,0.029091312307030163,0.06547619047619047,0.23272727272727273,0.004609040187596022,0.1724137931034483,0.11542497376705142,0.2907801418439716,0.6712328767123288,0.13978494623655913,0.625,0.07216494845360824,0.07446808510638298,0.04838709677419355,0.1,1.0,0.9714285714285715,0.0
Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",3,2023,4,6,4277,66,177740666.0,145,111,213,11,810.0,128,G,Major,60,23,91,0,12,3,"manele, trap","France, Germany, United States of America",9,0,0.2864637985309549,0.0010493179433368,0.2857142857142857,1.0,0.2727272727272727,0.16666666666666669,0.08031475211379499,0.4489795918367347,0.0479867903891694,0.2157738095238095,0.4036363636363636,0.01722325543785882,0.1896551724137931,0.8499475341028332,0.44680851063829785,0.5068493150684932,0.20430107526881724,0.9318181818181819,0.0,0.09574468085106383,0.016129032258064516,0.9,0.0,0.9714285714285715,0.0
AMARGURA,Karol G,1,2023,2,24,1133,39,153372011.0,14,71,23,10,176.0,107,F#,Minor,92,55,70,18,15,7,"reggaeton, latin, urbano latino",Brazil,8,1,0.0052465897166841,0.0199370409233997,0.0,1.0,0.09090909090909091,0.7666666666666667,0.020844761382336804,0.2653061224489796,0.04140758858002133,0.020833333333333332,0.2581818181818182,0.001859788145872079,0.1724137931034483,0.18467995802728226,0.2978723404255319,0.9452054794520548,0.5483870967741936,0.6931818181818182,0.18556701030927836,0.12765957446808512,0.08064516129032258,0.8,1.0,0.014285714285714204,0.05607476635514
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,57876440.0,0,0,109,17,0.0,130,G,Minor,67,96,88,12,8,4,Unknown,Germany,9,1,0.2948583420776495,0.0115424973767051,0.0,1.0,0.4545454545454545,0.4666666666666667,0.04214349215957024,0.4013605442176871,0.015625097363791824,0.0,0.0,0.008813778604350286,0.29310344827586204,0.0,0.46099290780141844,0.6027397260273972,0.989247311827957,0.8977272727272727,0.12371134020618557,0.05319148936170213,0.03225806451612903,0.9,1.0,0.9999999999999999,0.03115264797507784
Another Love,Tom Odell,1,2012,10,15,18371,83,1813673666.0,250,122,3394,19,2.0,123,E,Minor,45,13,54,70,9,4,Unknown,United Kingdom,6,1,0.2948583420776495,0.0944386149003148,0.0,0.8817204301075279,0.8181818181818182,0.4666666666666667,0.3469082792668394,0.564625850340136,0.4896662082004938,0.3720238095238095,0.44363636363636366,0.27444004204738415,0.3275862068965517,0.002098635886673662,0.4113475177304964,0.30136986301369867,0.09677419354838711,0.5113636363636364,0.7216494845360825,0.06382978723404256,0.03225806451612903,0.6000000000000001,1.0,0.9999999999999999,0.2772585669781932
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074.0,672,199,3421,20,2.0,171,C#,Major,50,38,80,0,9,7,Unknown,Canada,3,0,0.2948583420776495,0.0388247639034627,0.0,0.956989247311828,0.9090909090909091,0.9333333333333333,0.8297803923052187,0.4693877551020408,1.0,1.0,0.7236363636363636,0.27662327160992967,0.3448275862068966,0.002098635886673662,0.7517730496453899,0.3698630136986301,0.3655913978494624,0.8068181818181819,0.0,0.06382978723404256,0.08064516129032258,0.30000000000000004,0.0,0.9999999999999999,0.11214953271028029
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385.0,67,79,57,1,615.0,137,G,Minor,64,88,72,51,17,5,Unknown,Colombia,9,1,0.2948583420776495,0.0136411332633788,0.0,1.0,0.09090909090909091,0.7666666666666667,0.049520494826640435,0.2857142857142857,0.06924624189775849,0.09970238095238095,0.2872727272727273,0.004609040187596022,0.017241379310344827,0.6453305351521511,0.5106382978723404,0.5616438356164384,0.903225806451613,0.7159090909090909,0.5257731958762887,0.14893617021276595,0.04838709677419355,0.9,1.0,0.9999999999999999,0.037383177570093525
La Bachata,Manuel Turizo,1,2022,5,26,6804,45,1214083358.0,139,111,161,15,210.0,125,G,Minor,84,85,68,58,22,4,"reggaeton, latin, colombian pop",United States of America,9,1,0.0010493179433368,0.3378803777544596,0.0,0.9892473118279561,0.36363636363636365,0.8333333333333334,0.12811394631811904,0.30612244897959184,0.3277850687144924,0.20684523809523808,0.4036363636363636,0.013018517021104552,0.25862068965517243,0.22035676810073454,0.42553191489361697,0.8356164383561644,0.870967741935484,0.6704545454545454,0.5979381443298969,0.2021276595744681,0.03225806451612903,0.9,1.0,0.0,1.0
S91,Karol G,1,2023,7,14,525,41,16011326.0,34,115,39,6,216.0,128,C#,Minor,86,42,72,59,9,19,"reggaeton, latin, urbano latino",Brazil,3,1,0.0052465897166841,0.0199370409233997,0.0,1.0,0.5454545454545454,0.43333333333333335,0.009344203378288915,0.2789115646258503,0.004322092180740486,0.050595238095238096,0.41818181818181815,0.003153553812565699,0.10344827586206896,0.2266526757607555,0.44680851063829785,0.8630136986301369,0.40860215053763443,0.7159090909090909,0.6082474226804123,0.06382978723404256,0.27419354838709675,0.30000000000000004,1.0,0.014285714285714204,0.05607476635514
cardigan,Taylor Swift,1,2020,7,24,7923,29,812019557.0,106,112,142,4,215.0,130,C#,Minor,61,53,58,55,27,4,Unknown,United States of America,3,1,0.2948583420776495,0.3378803777544596,0.0,0.9677419354838719,0.5454545454545454,0.7666666666666667,0.1492802693551743,0.19727891156462585,0.21923337035723195,0.15773809523809523,0.4072727272727273,0.011482170291905878,0.06896551724137931,0.2256033578174187,0.46099290780141844,0.5205479452054795,0.5268817204301076,0.5568181818181818,0.5670103092783505,0.2553191489361702,0.03225806451612903,0.30000000000000004,1.0,0.9999999999999999,1.0
TÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿,"dennis, MC Kevin o Chris",2,2023,5,4,731,15,111947664.0,27,17,73,4,167.0,130,B,Major,86,59,96,50,9,5,manele,Brazil,2,0,0.0524658971668415,0.0199370409233997,0.14285714285714285,1.0,0.36363636363636365,0.1,0.0132407740178183,0.10204081632653061,0.030223584426932987,0.040178571428571425,0.06181818181818182,0.005902805854289642,0.06896551724137931,0.17523609653725078,0.46099290780141844,0.8630136986301369,0.5913978494623657,0.9886363636363635,0.5154639175257731,0.06382978723404256,0.04838709677419355,0.2,0.0,0.17499999999999993,0.05607476635514
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,156338624.0,154,84,102,14,37.0,133,F,Major,70,86,81,25,25,5,"manele, trap","Japan, United Kingdom",7,0,0.2864637985309549,0.0010493179433368,0.14285714285714285,1.0,0.09090909090909091,0.06666666666666668,0.0974710121625967,0.2789115646258503,0.04220853330252006,0.22916666666666666,0.3054545454545455,0.008247756125171828,0.24137931034482757,0.03882476390346275,0.4822695035460993,0.6438356164383561,0.881720430107527,0.8181818181818182,0.25773195876288657,0.23404255319148937,0.04838709677419355,0.7000000000000001,0.0,0.9714285714285715,0.0
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",3,2022,6,24,3107,39,720434240.0,38,0,4,0,0.0,101,D,Major,88,72,59,62,9,3,"manele, trap","South Korea, United States of America",4,0,0.2864637985309549,0.0041972717733473,0.2857142857142857,0.9892473118279561,0.4545454545454545,0.7666666666666667,0.0581837441125844,0.2653061224489796,0.19450659395952766,0.05654761904761904,0.0,0.00032344141667340503,0.0,0.0,0.25531914893617025,0.8904109589041096,0.7311827956989249,0.5681818181818182,0.6391752577319587,0.06382978723404256,0.016129032258064516,0.4,0.0,0.9714285714285715,0.009345794392523383
BESO,"Rauw Alejandro, ROSALÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½",2,2023,3,24,4053,50,357925728.0,82,121,182,12,171.0,95,F,Minor,77,53,64,74,17,14,"manele, trap","United States of America, Unknown",7,1,0.2864637985309549,0.0157397691500524,0.14285714285714285,1.0,0.1818181818181818,0.7666666666666667,0.07607770442809314,0.3401360544217687,0.09663427979274361,0.12202380952380952,0.44,0.01471658445863993,0.20689655172413793,0.1794333683105981,0.21276595744680848,0.7397260273972603,0.5268817204301076,0.625,0.7628865979381443,0.14893617021276595,0.1935483870967742,0.7000000000000001,1.0,0.9714285714285715,0.043613707165108914
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,674072710.0,63,79,89,11,16.0,98,C#,Minor,90,40,59,0,10,29,"manele, trap","Colombia, Japan",3,1,0.2864637985309549,0.0020986358866736,0.14285714285714285,0.9892473118279561,0.8181818181818182,0.16666666666666669,0.08712429303724441,0.2585034013605442,0.18198961827700139,0.09375,0.2872727272727273,0.007196571520983262,0.1896551724137931,0.016789087093389297,0.23404255319148937,0.9178082191780823,0.38709677419354843,0.5681818181818182,0.0,0.07446808510638298,0.4354838709677419,0.30000000000000004,1.0,0.9714285714285715,0.0031152647975076957
Yellow,Chris Molitor,1,1999,1,1,31358,43,1755214421.0,196,2,4053,5,0.0,173,B,Major,43,28,66,0,23,3,"christian folk, indie folk",Germany,2,0,0.0010493179433368,0.0115424973767051,0.0,0.741935483870968,0.0,0.0,0.5925624680802769,0.2925170068027211,0.47388301579757164,0.29166666666666663,0.007272727272727273,0.32772701544432764,0.08620689655172414,0.0,0.7659574468085105,0.27397260273972596,0.25806451612903225,0.6477272727272727,0.0,0.2127659574468085,0.016129032258064516,0.2,0.0,0.0,0.03115264797507784
Karma,Taylor Swift,1,2022,10,21,3818,23,404562836.0,37,55,32,0,272.0,90,G#,Major,64,10,62,7,48,7,Unknown,United States of America,10,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.07163258743639699,0.1564625850340136,0.10922565774639077,0.05505952380952381,0.2,0.0025875313333872402,0.0,0.28541448058761804,0.17730496453900713,0.5616438356164384,0.06451612903225808,0.6022727272727273,0.07216494845360824,0.4787234042553191,0.08064516129032258,1.0,0.0,0.9999999999999999,1.0
People,Libianca,1,2022,12,2,3506,56,373199958.0,105,64,169,8,529.0,198,A#,Minor,59,71,42,55,10,7,"afrobeats, afrobeat",United States of America,1,1,0.0010493179433368,0.3378803777544596,0.0,0.9892473118279561,0.9999999999999999,0.03333333333333333,0.06573098530274084,0.38095238095238093,0.10075811188972818,0.15625,0.23272727272727273,0.013665399854451362,0.13793103448275862,0.5550891920251837,0.9432624113475178,0.49315068493150677,0.7204301075268819,0.375,0.5670103092783505,0.07446808510638298,0.08064516129032258,0.1,1.0,0.0,1.0
Overdrive,Post Malone,1,2023,7,14,410,36,14780425.0,36,32,31,1,26.0,140,C#,Major,56,48,73,0,35,4,Unknown,United States of America,3,0,0.2948583420776495,0.3378803777544596,0.0,1.0,0.5454545454545454,0.43333333333333335,0.007168933361075907,0.24489795918367346,0.003989765834207116,0.05357142857142857,0.11636363636363636,0.002506670979218889,0.017241379310344827,0.02728226652675761,0.5319148936170213,0.4520547945205479,0.47311827956989244,0.7272727272727273,0.0,0.3404255319148936,0.03225806451612903,0.30000000000000004,0.0,0.9999999999999999,1.0
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,39578178.0,32,93,8,2,5.0,82,G#,Major,51,22,53,1,15,3,Unknown,United States of America,10,0,0.2948583420776495,0.3378803777544596,0.0,1.0,0.5454545454545454,0.2,0.002213100800121058,0.16326530612244897,0.010684818203753436,0.047619047619047616,0.3381818181818182,0.0006468828333468101,0.034482758620689655,0.005246589716684156,0.12056737588652477,0.38356164383561636,0.1935483870967742,0.5,0.010309278350515464,0.12765957446808512,0.016129032258064516,1.0,0.0,0.9999999999999999,1.0
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,54266102.0,42,80,58,3,169.0,130,C#,Minor,77,84,89,17,43,5,"manele, trap","Argentina, United States of America",3,1,0.2864637985309549,0.0041972717733473,0.14285714285714285,1.0,0.4545454545454545,0.7333333333333333,0.018404675884767432,0.23809523809523808,0.014650355741768123,0.0625,0.2909090909090909,0.004689900541764373,0.05172413793103448,0.17733473242392445,0.46099290780141844,0.7397260273972603,0.860215053763441,0.9090909090909092,0.17525773195876287,0.425531914893617,0.04838709677419355,0.30000000000000004,1.0,0.9714285714285715,0.009345794392523383
Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762.0,386,144,707,28,2.0,81,B,Major,76,53,53,44,9,9,Unknown,United Kingdom,2,0,0.2948583420776495,0.0944386149003148,0.0,0.9677419354838719,0.4545454545454545,0.9,0.42582329241303646,0.42857142857142855,0.6906175408266028,0.5744047619047619,0.5236363636363637,0.05716827039702434,0.48275862068965514,0.002098635886673662,0.11347517730496448,0.726027397260274,0.5268817204301076,0.5,0.4536082474226804,0.06382978723404256,0.1129032258064516,0.2,0.0,0.9999999999999999,0.2772585669781932
golden hour,JVKE,1,2022,7,15,4511,36,751134527.0,70,58,109,18,230.0,94,C#,Minor,51,14,59,65,25,3,Unknown,United States of America,3,1,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.5454545454545454,0.4666666666666667,0.0847409537140371,0.24489795918367346,0.20279524935605095,0.10416666666666666,0.2109090909090909,0.008813778604350286,0.3103448275862069,0.24134312696747115,0.2056737588652482,0.38356164383561636,0.10752688172043011,0.5681818181818182,0.6701030927835051,0.23404255319148937,0.016129032258064516,0.30000000000000004,1.0,0.9999999999999999,1.0
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485.0,166,87,1056,1,2.0,124,A#,Major,61,41,81,5,10,3,Unknown,United States of America,1,0,0.2948583420776495,0.3378803777544596,0.0,0.8817204301075279,0.36363636363636365,0.43333333333333335,0.30987194279985625,0.4149659863945578,0.6163161697774544,0.2470238095238095,0.31636363636363635,0.08538853400177893,0.017241379310344827,0.002098635886673662,0.4184397163120567,0.5205479452054795,0.39784946236559143,0.8181818181818182,0.05154639175257732,0.07446808510638298,0.016129032258064516,0.1,0.0,0.9999999999999999,1.0
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",2,2022,7,6,8506,45,1356565093.0,94,65,164,14,176.0,128,D,Major,62,55,78,1,23,4,"manele, trap","Argentina, Spain",4,0,0.2864637985309549,0.0010493179433368,0.14285714285714285,0.9892473118279561,0.5454545454545454,0.16666666666666669,0.16030794257287154,0.30612244897959184,0.3662531782052523,0.13988095238095238,0.23636363636363636,0.013261098083609606,0.24137931034482757,0.18467995802728226,0.44680851063829785,0.5342465753424657,0.5483870967741936,0.7840909090909091,0.010309278350515464,0.2127659574468085,0.03225806451612903,0.4,0.0,0.9714285714285715,0.0
