track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,liveness_%,speechiness_%,genre,country_list,key_encoded,mode_encoded,genre_freq_encoded,country_list_encoded,artist_count_min-max,released_year_min-max,released_month_min-max,released_day_min-max,in_spotify_playlists_min-max,in_spotify_charts_min-max,streams_min-max,in_apple_playlists_min-max,in_apple_charts_min-max,in_deezer_playlists_min-max,in_deezer_charts_min-max,in_shazam_charts_min-max,bpm_min-max,danceability_%_min-max,valence_%_min-max,energy_%_min-max,acousticness_%_min-max,liveness_%_min-max,speechiness_%_min-max,key_encoded_min-max,mode_encoded_min-max,genre_freq_encoded_min-max,country_list_encoded_min-max
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19.0,120,A,Major,78,5,30,21,13,5,"manele, trap",United States of America,0,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,1.0,0.4545454545454545,0.03333333333333333,0.005693532827661868,0.03401360544217687,0.018927173658066117,0.026785714285714284,0.14909090909090908,0.0004043017708417563,0.0,0.01993704092339979,0.3900709219858156,0.7534246575342465,0.010752688172043015,0.23863636363636365,0.21649484536082475,0.10638297872340427,0.04838709677419355,0.0,0.0,0.9714285714285715,1.0
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25,1,171.0,155,C#,Major,82,51,39,2,9,49,"manele, trap",United States of America,3,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,1.0,0.1818181818181818,0.5333333333333333,0.022055346435394477,0.08843537414965986,0.030645257593547446,0.06547619047619047,0.12363636363636364,0.0020215088542087814,0.017241379310344827,0.1794333683105981,0.6382978723404255,0.8082191780821919,0.5053763440860216,0.3409090909090909,0.020618556701030927,0.06382978723404256,0.7580645161290323,0.30000000000000004,0.0,0.9714285714285715,1.0
Abcdario,"Junior H, Eden MuÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯",2,2023,5,13,262,5,89933133.0,8,60,4,1,109.0,129,G#,Major,70,42,43,78,11,3,manele,"United States of America, Unknown",10,0,0.0524658971668415,0.0157397691500524,0.14285714285714285,1.0,0.36363636363636365,0.4,0.004369455425880038,0.03401360544217687,0.02427996373129976,0.011904761904761904,0.21818181818181817,0.00032344141667340503,0.017241379310344827,0.11437565582371459,0.45390070921985815,0.6438356164383561,0.40860215053763443,0.38636363636363635,0.8041237113402062,0.08510638297872342,0.016129032258064516,1.0,0.0,0.17499999999999993,0.043613707165108914
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139.0,10,79,2,0,42.0,135,F,Minor,80,85,74,62,8,9,manele,India,7,1,0.0524658971668415,0.0073452256033578,0.14285714285714285,0.9892473118279561,0.7272727272727273,0.9333333333333333,0.0024590008890233985,0.04081632653061224,0.01917020556185112,0.01488095238095238,0.2872727272727273,0.00016172070833670252,0.0,0.04407135362014691,0.4964539007092198,0.7808219178082192,0.870967741935484,0.7386363636363636,0.6391752577319587,0.05319148936170213,0.1129032258064516,0.7000000000000001,1.0,0.17499999999999993,0.018691588785046766
PiÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½man DeÃÂÃÂ¯ÃÂÃÂ¿,"Semicenk, DoÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½u ",2,2023,6,2,185,3,43522589.0,5,6,4,1,33.0,98,A#,Minor,73,45,62,28,13,13,manele,Unknown,1,1,0.0524658971668415,0.0283315844700944,0.14285714285714285,1.0,0.4545454545454545,0.03333333333333333,0.0029129702839200255,0.02040816326530612,0.01174975494265936,0.00744047619047619,0.02181818181818182,0.00032344141667340503,0.017241379310344827,0.03462749213011543,0.23404255319148937,0.6849315068493151,0.44086021505376344,0.6022727272727273,0.28865979381443296,0.10638297872340427,0.17741935483870966,0.1,1.0,0.17499999999999993,0.08099688473520246
FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20,0,69.0,124,A,Minor,84,64,39,3,11,4,k-pop,South Korea,0,1,0.0514165792235047,0.0398740818467995,0.0,1.0,0.1818181818181818,0.9999999999999999,0.015283636294853123,0.12244897959183673,0.06287822117437414,0.02976190476190476,0.4,0.0016172070833670252,0.0,0.07240293809024134,0.4184397163120567,0.8356164383561644,0.6451612903225807,0.3409090909090909,0.030927835051546393,0.08510638297872342,0.03225806451612903,0.0,1.0,0.17142857142857143,0.11526479750778798
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685.0,5,17,5,0,0.0,135,A,Minor,77,28,55,18,22,15,"manele, trap",United States of America,0,1,0.2864637985309549,0.3378803777544596,0.2857142857142857,1.0,0.4545454545454545,0.03333333333333333,0.00431270925151796,0.0,0.010022948798949856,0.00744047619047619,0.06181818181818182,0.0004043017708417563,0.0,0.0,0.4964539007092198,0.7397260273972603,0.25806451612903225,0.5227272727272727,0.18556701030927836,0.2021276595744681,0.20967741935483872,0.0,1.0,0.9714285714285715,1.0
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107,3,675.0,107,D,Major,78,39,53,30,11,6,soft pop,United Kingdom,4,0,0.0220356768100734,0.0944386149003148,0.0,1.0,0.1818181818181818,0.7333333333333333,0.05455198895341139,0.20408163265306123,0.05280225355536741,0.17261904761904762,0.2509090909090909,0.008652057896013584,0.05172413793103448,0.7082896117523609,0.2978723404255319,0.7534246575342465,0.3763440860215054,0.5,0.30927835051546393,0.08510638297872342,0.06451612903225806,0.4,0.0,0.07142857142857137,0.2772585669781932
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,116,84,114,18,348.0,96,D,Major,54,25,74,14,9,11,"manele, trap","Canada, United States of America",4,0,0.2864637985309549,0.0272822665267576,0.14285714285714285,0.9892473118279561,0.8181818181818182,0.3666666666666667,0.09643066563262526,0.17006802721088435,0.1437227505981551,0.17261904761904762,0.3054545454545455,0.009218080375192044,0.3103448275862069,0.3651626442812172,0.21985815602836878,0.4246575342465753,0.22580645161290325,0.7386363636363636,0.14432989690721648,0.06382978723404256,0.14516129032258066,0.4,0.0,0.9714285714285715,0.07788161993769475
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,47,77,53,10,8.0,123,G#,Major,71,58,70,30,32,19,"manele, trap",United States of America,10,0,0.2864637985309549,0.3378803777544596,0.14285714285714285,0.9892473118279561,0.9090909090909091,0.9666666666666667,0.07117861804150036,0.2312925170068027,0.14528295767579544,0.06994047619047619,0.28,0.004285598770922616,0.1724137931034483,0.008394543546694649,0.4113475177304964,0.6575342465753424,0.5806451612903226,0.6931818181818182,0.30927835051546393,0.30851063829787234,0.27419354838709675,1.0,0.0,0.9714285714285715,1.0
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,23,21,31,0,0.0,90,G#,Major,62,7,62,6,58,6,"manele, trap","United Kingdom, United States of America",10,0,0.2864637985309549,0.0356768100734522,0.14285714285714285,1.0,0.36363636363636365,0.8333333333333334,0.010535873039892561,0.0,0.012457168328170337,0.03422619047619047,0.07636363636363637,0.002506670979218889,0.0,0.0,0.17730496453900713,0.5342465753424657,0.03225806451612903,0.6022727272727273,0.061855670103092786,0.5851063829787234,0.06451612903225806,1.0,0.0,0.9714285714285715,0.10280373831775691
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38,0,36.0,117,F,Minor,72,45,59,14,20,21,"manele, trap","Australia, United States of America",7,1,0.2864637985309549,0.0020986358866736,0.2857142857142857,0.9892473118279561,0.9999999999999999,0.03333333333333333,0.055384266177388536,0.10884353741496598,0.1082735452919939,0.06101190476190476,0.2509090909090909,0.003072693458397348,0.0,0.03777544596012592,0.36879432624113473,0.6712328767123288,0.44086021505376344,0.5681818181818182,0.14432989690721648,0.18085106382978725,0.30645161290322576,0.7000000000000001,1.0,0.9714285714285715,0.0031152647975076957
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4,1,1.0,133,A,Minor,78,90,84,31,7,4,"manele, trap","Mexico, United States of America",0,1,0.2864637985309549,0.0062959076600209,0.14285714285714285,1.0,0.2727272727272727,0.1,0.004918001778046796,0.05442176870748299,0.03429469333880569,0.011904761904761904,0.28363636363636363,0.00032344141667340503,0.017241379310344827,0.001049317943336831,0.4822695035460993,0.7534246575342465,0.924731182795699,0.8522727272727273,0.31958762886597936,0.0425531914893617,0.03225806451612903,0.0,1.0,0.9714285714285715,0.015576323987538773
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3.0,96,G#,Minor,74,61,83,11,35,6,"reggaeton, urbano latino",Colombia,10,1,0.0094438614900314,0.0136411332633788,0.0,0.9892473118279561,0.9999999999999999,0.03333333333333333,0.04331624642971986,0.24489795918367346,0.093153072210594,0.043154761904761904,0.23636363636363636,0.0027492520417239426,0.08620689655172414,0.0031479538300104933,0.21985815602836878,0.6986301369863015,0.6129032258064517,0.8409090909090909,0.1134020618556701,0.3404255319148936,0.06451612903225806,1.0,1.0,0.02857142857142841,0.037383177570093525
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8,3,14.0,149,G#,Major,66,85,60,40,14,13,"manele, trap","Belgium, United States of America",10,0,0.2864637985309549,0.0020986358866736,0.14285714285714285,0.9892473118279561,0.9999999999999999,0.0,0.009552272684283202,0.06802721088435373,0.07778273900313115,0.01488095238095238,0.26181818181818184,0.0006468828333468101,0.05172413793103448,0.014690451206715634,0.5957446808510639,0.5890410958904109,0.870967741935484,0.5795454545454546,0.41237113402061853,0.11702127659574468,0.17741935483870966,1.0,0.0,0.9714285714285715,0.0031152647975076957
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,1,0,9,0,0.0,110,F#,Minor,66,32,40,81,11,3,"manele, trap",United States of America,8,1,0.2864637985309549,0.3378803777544596,0.14285714285714285,1.0,0.36363636363636365,0.8333333333333334,0.0062042483969205735,0.013605442176870748,0.016293069807802773,0.001488095238095238,0.0,0.0007277431875151613,0.0,0.0,0.3191489361702128,0.5890410958904109,0.3010752688172043,0.3522727272727273,0.8350515463917526,0.08510638297872342,0.016129032258064516,0.8,1.0,0.9714285714285715,1.0
Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240.0,105,F#,Major,95,62,52,3,5,16,Unknown,United States of America,8,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.9090909090909091,0.9666666666666667,0.07689106626061626,0.04081632653061224,0.09046483854685028,0.17559523809523808,0.17454545454545456,0.011563030646074229,0.0,0.2518363064008395,0.2836879432624113,0.9863013698630136,0.6236559139784947,0.48863636363636365,0.030927835051546393,0.021276595744680854,0.22580645161290322,0.8,0.0,0.9999999999999999,1.0
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,8,96,5,0,56.0,105,C#,Major,80,69,78,28,11,14,k-pop,South Korea,3,0,0.0514165792235047,0.0398740818467995,0.0,1.0,0.36363636363636365,0.7,0.006015094482380312,0.4693877551020408,0.02072539575497248,0.011904761904761904,0.3490909090909091,0.0004043017708417563,0.0,0.05876180482686254,0.2836879432624113,0.7808219178082192,0.6989247311827957,0.7840909090909091,0.28865979381443296,0.08510638297872342,0.1935483870967742,0.30000000000000004,0.0,0.17142857142857143,0.11526479750778798
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,23,82,6,0,113.0,134,B,Major,76,61,58,6,16,3,"manele, trap","Netherlands, United States of America",2,0,0.2864637985309549,0.0020986358866736,0.14285714285714285,1.0,0.36363636363636365,0.8333333333333334,0.006620387008909149,0.03401360544217687,0.012436351038275003,0.03422619047619047,0.29818181818181816,0.00048516212501010755,0.0,0.11857292759706191,0.4893617021276595,0.726027397260274,0.6129032258064517,0.5568181818181818,0.061855670103092786,0.13829787234042554,0.016129032258064516,0.2,0.0,0.9714285714285715,0.0031152647975076957
Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6.0,170,E,Minor,71,59,56,4,27,12,"reggaeton, urbano latino",Colombia,6,1,0.0094438614900314,0.0136411332633788,0.0,0.9892473118279561,0.5454545454545454,0.23333333333333334,0.04596440123328352,0.24489795918367346,0.12399757722761784,0.06994047619047619,0.24,0.0036387159375758068,0.08620689655172414,0.0062959076600209865,0.7446808510638298,0.6575342465753424,0.5913978494623657,0.5340909090909091,0.041237113402061855,0.2553191489361702,0.16129032258064516,0.6000000000000001,1.0,0.02857142857142841,0.037383177570093525
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,1,20,5,0,1.0,81,F#,Major,59,26,60,46,25,13,"manele, trap","United Kingdom, United States of America",8,0,0.2864637985309549,0.0356768100734522,0.14285714285714285,1.0,0.4545454545454545,0.03333333333333333,0.004653186297690431,0.006802721088435374,0.010708595082933935,0.001488095238095238,0.07272727272727272,0.0004043017708417563,0.0,0.001049317943336831,0.11347517730496448,0.49315068493150677,0.23655913978494625,0.5795454545454546,0.4742268041237113,0.23404255319148937,0.17741935483870966,0.8,0.0,0.9714285714285715,0.10280373831775691
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,7,29,51,1,29.0,154,F#,Major,63,75,92,31,91,5,"sertanejo, sertanejo universitÃÂÃÂ¡rio, piseiro, agronejo, arrocha","Belgium, Brazil",8,0,0.0020986358866736,0.0020986358866736,0.14285714285714285,1.0,0.1818181818181818,0.0,0.017704806400968467,0.03401360544217687,0.037397119660103124,0.010416666666666666,0.10545454545454545,0.004123878062585914,0.017241379310344827,0.030430220356768102,0.6312056737588653,0.547945205479452,0.7634408602150539,0.9431818181818181,0.31958762886597936,0.9361702127659575,0.04838709677419355,0.8,0.0,0.003571428571428466,0.0031152647975076957
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29.0,169,C#,Major,69,69,51,63,38,4,Unknown,United States of America,3,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.4545454545454545,0.9333333333333333,0.15425501730758318,0.08163265306122448,0.22209910162204524,0.2306547619047619,0.26181818181818184,0.010592706396054015,0.27586206896551724,0.030430220356768102,0.7375886524822696,0.6301369863013699,0.6989247311827957,0.4772727272727273,0.6494845360824743,0.3723404255319149,0.03225806451612903,0.30000000000000004,0.0,0.9999999999999999,1.0
CUFF IT,BeyoncÃÂÃÂ¯ÃÂÃÂ¿,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23.0,115,G,Major,78,64,69,4,7,14,Unknown,Unknown,9,0,0.2948583420776495,0.0283315844700944,0.0,0.9892473118279561,0.5454545454545454,0.9333333333333333,0.14774812264739817,0.06802721088435373,0.16088426169124542,0.31994047619047616,0.32,0.026683916875555914,0.4482758620689655,0.024134312696747116,0.35460992907801414,0.7534246575342465,0.6451612903225807,0.6818181818181818,0.041237113402061855,0.0425531914893617,0.1935483870967742,0.9,0.0,0.9999999999999999,0.08099688473520246
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,6,14,8,2,4.0,84,A,Minor,43,14,74,1,19,8,manele,"South Korea, United States of America",0,1,0.0524658971668415,0.0041972717733473,0.14285714285714285,1.0,0.4545454545454545,0.13333333333333333,0.0034804320275408094,0.04081632653061224,0.014034699883574801,0.008928571428571428,0.05090909090909091,0.0006468828333468101,0.034482758620689655,0.004197271773347324,0.13475177304964536,0.27397260273972596,0.10752688172043011,0.7386363636363636,0.010309278350515464,0.1702127659574468,0.0967741935483871,0.0,1.0,0.17499999999999993,0.009345794392523383
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48,2,3.0,93,G#,Major,79,58,62,11,11,23,"manele, trap","Colombia, United States of America",10,0,0.2864637985309549,0.0031479538300104,0.14285714285714285,1.0,0.36363636363636365,0.5666666666666667,0.02086367677379083,0.14965986394557823,0.015643874097600926,0.05803571428571428,0.05090909090909091,0.0038812970000808604,0.034482758620689655,0.0031479538300104933,0.1985815602836879,0.7671232876712328,0.5806451612903226,0.6022727272727273,0.1134020618556701,0.08510638297872342,0.33870967741935487,1.0,0.0,0.9714285714285715,0.0062305295950153905
NiÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040.0,29,26,43,5,44.0,91,G,Major,82,47,62,10,10,15,"manele, trap","Colombia, Jamaica",9,0,0.2864637985309549,0.0010493179433368,0.14285714285714285,1.0,0.2727272727272727,0.6666666666666666,0.024098208712429302,0.2312925170068027,0.0310503838428011,0.043154761904761904,0.09454545454545454,0.003476995229239104,0.08620689655172414,0.046169989506820566,0.1843971631205673,0.8082191780821919,0.46236559139784944,0.6022727272727273,0.10309278350515463,0.07446808510638298,0.20967741935483872,0.9,0.0,0.9714285714285715,0.0
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182.0,142,A#,Minor,82,54,44,6,33,7,"rap, hip hop",Canada,1,1,0.0083945435466946,0.0388247639034627,0.0,1.0,0.2727272727272727,0.2,0.03849282160894319,0.04081632653061224,0.04727326181506975,0.08630952380952381,0.2545454545454545,0.003476995229239104,0.0,0.19097586568730326,0.5460992907801417,0.8082191780821919,0.5376344086021506,0.3977272727272727,0.061855670103092786,0.3191489361702128,0.08064516129032258,0.1,1.0,0.024999999999999942,0.11214953271028029
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, BeyoncÃÂÃÂ¯ÃÂÃÂ¿",2,2023,5,19,896,0,57089066.0,34,2,33,0,1.0,126,C#,Major,78,20,70,1,16,4,"manele, trap","United States of America, Unknown",3,0,0.2864637985309549,0.0157397691500524,0.14285714285714285,1.0,0.36363636363636365,0.6,0.01636181360773261,0.0,0.015412517209274633,0.050595238095238096,0.007272727272727273,0.0026683916875555914,0.0,0.001049317943336831,0.43262411347517726,0.7534246575342465,0.17204301075268819,0.6931818181818182,0.010309278350515464,0.13829787234042554,0.03225806451612903,0.30000000000000004,0.0,0.9714285714285715,0.043613707165108914
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1.0,97,A#,Major,73,10,44,26,16,8,Unknown,United States of America,1,0,0.2948583420776495,0.3378803777544596,0.0,0.9892473118279561,0.8181818181818182,0.6666666666666666,0.07059224090642556,0.05442176870748299,0.131856974733773,0.07589285714285714,0.15636363636363637,0.003072693458397348,0.1724137931034483,0.001049317943336831,0.22695035460992907,0.6849315068493151,0.06451612903225808,0.3977272727272727,0.26804123711340205,0.13829787234042554,0.0967741935483871,0.1,0.0,0.9999999999999999,1.0
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3,0,0.0,101,F,Major,92,59,51,41,26,8,"manele, trap","Jamaica, Nigeria, United States of America",7,0,0.2864637985309549,0.0010493179433368,0.5714285714285714,1.0,0.4545454545454545,0.03333333333333333,0.0031399549813683394,0.0,0.008844459892601759,0.004464285714285714,0.03636363636363636,0.00024258106250505377,0.0,0.0,0.25531914893617025,0.9452054794520548,0.5913978494623657,0.4772727272727273,0.422680412371134,0.2446808510638298,0.0967741935483871,0.7000000000000001,0.0,0.9714285714285715,0.0
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2.0,98,G,Minor,80,23,48,14,6,5,"reggaeton, trap latino, latin, urbano latino",United States of America,9,1,0.0199370409233997,0.3378803777544596,0.0,0.9892473118279561,0.36363636363636365,0.16666666666666669,0.07515085024684585,0.22448979591836735,0.2828044669674511,0.050595238095238096,0.23636363636363636,0.003476995229239104,0.10344827586206896,0.002098635886673662,0.23404255319148937,0.7808219178082192,0.20430107526881724,0.4431818181818181,0.14432989690721648,0.031914893617021274,0.04838709677419355,0.9,1.0,0.06428571428571409,1.0
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76,2,49.0,154,F#,Major,59,63,89,18,80,9,"sertanejo, sertanejo universitÃÂÃÂ¡rio, forrÃÂÃÂ³, piseiro, agronejo, arrocha",Austria,8,0,0.0010493179433368,0.0020986358866736,0.0,1.0,0.0,0.8666666666666667,0.01802636805568691,0.03401360544217687,0.041429813038257685,0.011904761904761904,0.20727272727272728,0.006145386916794696,0.034482758620689655,0.051416579223504726,0.6312056737588653,0.49315068493150677,0.6344086021505377,0.9090909090909092,0.18556701030927836,0.8191489361702128,0.1129032258064516,0.8,0.0,0.0,0.0031152647975076957
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54.0,120,A,Major,91,63,58,52,31,22,latin pop,Germany,0,0,0.0010493179433368,0.0115424973767051,0.0,1.0,0.09090909090909091,0.43333333333333335,0.022868708267917603,0.16326530612244897,0.05876795615649638,0.07589285714285714,0.10545454545454545,0.005094202312606129,0.06896551724137931,0.05666316894018888,0.3900709219858156,0.9315068493150684,0.6344086021505377,0.5568181818181818,0.5360824742268041,0.2978723404255319,0.32258064516129037,0.0,0.0,0.0,0.03115264797507784
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0.0,150,B,Major,49,4,55,7,6,3,melodic rap,United States of America,2,0,0.0031479538300104,0.3378803777544596,0.0,0.9892473118279561,0.8181818181818182,0.5333333333333333,0.07498061172375962,0.08843537414965986,0.12343287236478381,0.10714285714285714,0.09818181818181818,0.003800436645912509,0.0,0.0,0.6028368794326241,0.35616438356164387,0.0,0.5227272727272727,0.07216494845360824,0.031914893617021274,0.016129032258064516,0.2,0.0,0.007142857142856931,1.0
Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,119,66,1145,2,2.0,174,A,Major,47,27,78,11,10,8,Unknown,Australia,0,0,0.2948583420776495,0.0136411332633788,0.0,0.9247311827956999,0.0,0.6666666666666666,0.14470274462329996,0.08843537414965986,0.25374444228712234,0.17708333333333331,0.24,0.0925851055227622,0.034482758620689655,0.002098635886673662,0.7730496453900709,0.32876712328767116,0.24731182795698925,0.7840909090909091,0.1134020618556701,0.07446808510638298,0.0967741935483871,0.0,0.0,0.9999999999999999,0.037383177570093525
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438.0,202,A#,Major,34,25,51,69,18,4,Unknown,Jamaica,1,0,0.2948583420776495,0.0010493179433368,0.0,0.9784946236559158,0.7272727272727273,0.0,0.08315206083189891,0.027210884353741496,0.19612654332483737,0.10267857142857142,0.36363636363636365,0.012452494541926094,0.3448275862068966,0.459601259181532,0.9716312056737589,0.1506849315068493,0.22580645161290325,0.4772727272727273,0.711340206185567,0.1595744680851064,0.03225806451612903,0.1,0.0,0.9999999999999999,0.0
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,84,84,42,0,23.0,153,B,Minor,56,42,52,5,36,24,"manele, trap","Canada, United States of America",2,1,0.2864637985309549,0.0272822665267576,0.14285714285714285,0.9892473118279561,0.9090909090909091,0.1,0.08750260086632493,0.12244897959183673,0.15487228290669594,0.125,0.3054545454545455,0.0033961348750707527,0.0,0.024134312696747116,0.6241134751773049,0.4520547945205479,0.40860215053763443,0.48863636363636365,0.05154639175257732,0.35106382978723405,0.3548387096774194,0.2,1.0,0.9714285714285715,0.07788161993769475
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9.0,142,F,Major,60,13,37,58,13,3,soft pop,United Kingdom,7,0,0.0220356768100734,0.0944386149003148,0.0,0.9784946236559158,0.8181818181818182,0.43333333333333335,0.19225603873872169,0.13605442176870747,0.3796299712722318,0.3839285714285714,0.31636363636363635,0.053125252688606774,0.3793103448275862,0.00944386149003148,0.5460992907801417,0.5068493150684932,0.09677419354838711,0.3181818181818182,0.5979381443298969,0.10638297872340427,0.016129032258064516,0.7000000000000001,0.0,0.07142857142857137,0.2772585669781932
CartÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30,1,11.0,108,A,Minor,84,55,47,26,20,64,"manele, trap",Brazil,0,1,0.2864637985309549,0.0199370409233997,0.14285714285714285,1.0,0.36363636363636365,0.3333333333333333,0.004501863166058221,0.027210884353741496,0.019323071777255278,0.010416666666666666,0.007272727272727273,0.002425810625050538,0.017241379310344827,0.011542497376705142,0.3049645390070922,0.8356164383561644,0.5483870967741936,0.43181818181818177,0.26804123711340205,0.18085106382978725,1.0,0.0,1.0,0.9714285714285715,0.05607476635514
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,3,3,6,0,0.0,143,B,Major,83,25,69,4,23,12,hyphy,"Italy, United States of America",2,0,0.0010493179433368,0.0073452256033578,0.14285714285714285,1.0,0.4545454545454545,0.03333333333333333,0.0034615166360867835,0.0,0.006742337221601167,0.004464285714285714,0.01090909090909091,0.00048516212501010755,0.0,0.0,0.5531914893617021,0.821917808219178,0.22580645161290325,0.6818181818181818,0.041237113402061855,0.2127659574468085,0.16129032258064516,0.2,0.0,0.0,0.018691588785046766
Oi Balde - Ao Vivo,ZÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ÃÂÃÂ¯ÃÂÃÂ¿ÃÂÃÂ½ Neto & Crist,1,2023,2,14,845,2,145458418.0,12,57,47,1,33.0,108,D,Major,67,55,67,60,80,5,manele,Unknown,4,0,0.0524658971668415,0.0283315844700944,0.0,1.0,0.09090909090909091,0.43333333333333335,0.01539712864357728,0.013605442176870748,0.039271027272782116,0.017857142857142856,0.20727272727272728,0.003800436645912509,0.017241379310344827,0.03462749213011543,0.3049645390070922,0.6027397260273972,0.5483870967741936,0.6590909090909091,0.6185567010309279,0.8191489361702128,0.04838709677419355,0.4,0.0,0.17499999999999993,0.08099688473520246
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,3271,1,17.0,104,F,Minor,95,78,66,3,4,6,"rap, hip hop",United States of America,7,1,0.0083945435466946,0.3378803777544596,0.0,0.7526881720430119,0.0,0.0,0.39215389562486996,0.18367346938775508,0.38461885119731315,0.12053571428571427,0.19272727272727272,0.26449421848467697,0.017241379310344827,0.017838405036726127,0.276595744680851,0.9863013698630136,0.7956989247311829,0.6477272727272727,0.030927835051546393,0.010638297872340427,0.06451612903225806,0.7000000000000001,1.0,0.024999999999999942,1.0
